725	"既読だけ付いて、そこで止まる。
あんた、あの画面を今日何回開いた。

開いて、変わってへんのを確かめて、閉じる。その往復が、返事より先にあんたを削っとる。

あんたも今日開いた？　🌙だけ置いてって"	2026-08-24T20:30:00	scheduled				
726	"「忙しいから」——彼のあれ、半分は本当や。
ほんで、もう半分はな、返す言葉が決まってへんだけや。

嫌いな相手には「ごめん、無理」がすぐ出る。出てこんのは、雑に扱えん相手やからやで。

いいねとフォローして、DMに『無料鑑定』て送ってきて。四文字だけでええ、あとはウチが聞くわ"	2026-08-24T22:00:00	scheduled				
727	"夜中に打った長文、送らんかったやろ。
それでええ。よう堪えた。

夜の言葉は、朝には別の顔になる。書くんは自由や。送るんを、朝まで待てたらそれで勝ちや。

書いて消したことある子は、🌙置いてって"	2026-08-24T23:30:00	scheduled				
728	"彼が黙る理由、だいたい三つや。
答えが決まってへん。言うたら傷つけると思とる。自分の中で片付いてへん。

——どれも「嫌い」やない。そこだけは覚えとき。

彼の生まれ月だけ、コメントに置いてって。フォローもしといてくれたら、あんたの分を見失わんで済む"	2026-08-25T01:00:00	scheduled				
729	"朝いちばんが、いちばんしんどい。
あれ、あんたが弱いんやない。時間帯の性質や。

寝起きの頭は、静かすぎる部屋で余白を悪い方に埋めにかかる。昼になったら、たいてい薄まるで。

朝がしんどい子は、🌙だけ置いてって"	2026-08-25T02:30:00	scheduled				
730	"「冷めた？」て聞いたら「冷めた」て返ってくる。
あれな、彼の本音やない。あんたの質問が引き出した答えや。

聞かれた側は、いちばん楽な方に乗る。試す質問は、試した側が損する。

難しいことは何もいらん。フォローして『無料鑑定』てコメントするだけや。生年月日はこっちで聞くさかい、用意せんでええで"	2026-08-25T04:00:00	scheduled				
731	"追いLINE、なんであかんか分かるか。
一通目が軽かったのに、二通目で重うなるからや。

返事を待っとる、いう圧が乗る。彼が返しにくうなるんは、中身やのうて、その重さの方やで。

今日視れるんは十人までや。フォローして、DMに『無料鑑定』て送っといで。四文字だけでええ"	2026-08-25T05:30:00	scheduled				
732	"別れ際に「ごめん」て言うた男は、切る気やない。
人を切る側は、謝らんのや。冷とうなるか、理屈で固めるか、黙って消えるか。

謝罪で締める人間は、関係を残しとうて謝る。

あんたの彼、最後になんて言うた？　コメントで教えて"	2026-08-25T07:00:00	scheduled				
733	"彼の一言を、何回も読み返しとるやろ。
一言に一週間ぶんの意味を探しても、出てこんもんは出てこん。

短いんは、冷たいからやない。その人がもともと言葉を省く人やからや。

固定投稿から無料診断してみてな。生年月日入れるだけ、30秒で視たる"	2026-08-25T08:30:00	scheduled				
734	"待つんが辛いんは、長さのせいやない。
【今日は動いてええ日なんか、あかん日なんか】が決まってへんからや。

先に決まってたら、通知を見ても意味が変わる。宿題を増やすんやのうて、考えん日を作るんや。

待つのが辛い子は、🌙置いてって"	2026-08-25T10:00:00	scheduled				
735	"彼の連絡が減った。それだけで「終わった」に飛ぶ子が多い。
ちゃう。減ったんは頻度で、切れたんは何もない。

頻度と気持ちを同じ物差しで測ると、毎日しんどなるだけやで。

あんたの願いはどれや。①別れた彼と戻りたい ②音信不通の彼から連絡がほしい ③この片思いを実らせたい——フォローして、番号だけコメントに置いてって。ウチが無料で視たる"	2026-08-25T11:30:00	scheduled				
736	"過去のスクショ、送ったらあかん。
「前はこう言うてくれたやん」——あれ、いちばん効かん一手や。

昔の自分の言葉を今の気持ちとして扱われるんが、男はいちばんしんどい。宝物は胸に置いとき。

やってもうた子、おる？　🌙で教えて"	2026-08-25T13:00:00	scheduled				
