695	"既読だけついて、返事が来ん。
それ「忙しい」やない。返す言葉が決まってへんだけや。
嫌いな相手には「ごめん、無理」がすぐ出る。出てこんのは、雑に扱えん相手やからや。

彼の生まれ月、コメントに置いてってみ。順番に視たる🌙"	2026-08-22T19:00:00	scheduled				
696	"あんた今日、何回あのトーク画面開いた。
三回か。五回か。数えるのやめたクチやろ。

開いて、変わってへんのを確かめて、閉じる。その繰り返しが一番あんたを削っとる。
彼の生まれ月だけ置いてって。何を待っとる時期なんか視たる"	2026-08-22T20:30:00	scheduled				
697	"「重いと思われたくない」で連絡を控えとる子。
その気遣い、逆に効いとるかもしれんで。

薄うなった分だけ、相手の中であんたが薄れる。嫌われとうなくて引いたのに、引いたせいで忘れられる。
彼の生まれ月、置いてって。引くべき相手か、そうやないかを視る🌙"	2026-08-22T22:00:00	scheduled				
698	"今から無料で視る枠、開けとく。

今夜の分は十人までや。埋まったらそこで閉めるわ。
フォローして、DMに「無料鑑定」て送っといで。四文字だけでええ。

生年月日も悩みも要らん。あとはウチが聞くからな🌙"	2026-08-22T23:30:00	scheduled				
699	"夜中に長い文を送ってもうた子。
あれ、失敗やない。限界まで我慢した証拠や。

ただな、あれを受け取った側は、軽い返事ができんようになる。釣り合う言葉が出るまで黙る。
——沈黙の理由、そこにあるかもしれんで。彼の生まれ月、置いてって🌙"	2026-08-23T01:00:00	scheduled				
700	"別れ話のあと、綺麗に終わったはずやのに、なんかずっと引っかかっとる子。
それ、あんたの未練やない。話が終わってへんだけや。

終わった関係は引っかからん。引っかかるんは、まだ言葉が残っとるからや。
彼の生まれ月、コメントに置いてって"	2026-08-23T02:30:00	scheduled				
701	"彼が「今は自分のことで精一杯」て言うたやろ。
あれ、断りの言葉に聞こえたやろな。

せやけど、ほんまに切る男は理由を作らん。黙って消える。
理由を置いていく男は、いつか使う予定があるからそうする。

生まれ月、置いてってみ🌙"	2026-08-23T04:00:00	scheduled				
702	"急に冷たなった彼。
「もう好きやないんや」て泣いとった子がおったけど、ウチが視たら理由は真逆やった。

嫌いになって離れる時と、近づきすぎて怖なって離れる時。外から見たら同じ顔なんや。
あんたのはどっちか、彼の生まれ月で視たる"	2026-08-23T05:30:00	scheduled				
703	"既読が付くのが早いのに、返事だけ遅い彼。
それ、迷っとる証拠やで。

断る答えは決まっとるから即出る。決まってへん答えだけが遅れるんや。
——遅い方に、あんたのことが入っとる。

彼の生まれ月、置いてって🌙"	2026-08-23T07:00:00	scheduled				
704	"追えば追うほど引かれる。
ウチも昔、それで一人壊した。既読つかんのに何回も送って、余計に遠ざけた。

追うのが悪いんやない。追う相手を間違えたら効かん、いうだけの話や。
あんたの彼が待つべき人か、動くべき人か。生まれ月、置いてって"	2026-08-23T08:30:00	scheduled				
705	"「またね」で別れた彼から、何ヶ月も連絡が来ん子。

あの「またね」は嘘やなかったと思うで。
ただ、あの人の中の「また」は、あんたの「また」より、ずっと先を指しとるだけや。

どのくらい先か、生まれ月で視たる🌙"	2026-08-23T10:00:00	scheduled				
706	"今日視れるんは、十人までや。

フォローして、彼の生まれ月をコメントに置いてって。上から順に視ていく。

——先に言うとくで。耳障りのええことだけ聞きたい子は、来んでええ"	2026-08-23T11:30:00	scheduled				
707	"彼が「友達に戻ろう」て言うた子。
あれ、いちばん残酷な言葉に聞こえるやろ。

せやけどな、切りたい男は友達にもならん。ぜんぶ消して終わりや。
関係の名前を変えてでも残そうとしたんは、なんでやと思う。

生まれ月、置いてって🌙"	2026-08-23T13:00:00	scheduled				
708	"彼にもう一回連絡すべきか、三日悩んどる子。
その三日、答えはもう出とるんやで。悩んどるんは、送りたいからや。

ただ、送る前に一個だけ確かめなあかんことがある。
相手が今、開ける状態かどうかや。それは生まれ月で視れる。置いてって"	2026-08-23T14:30:00	scheduled				
709	"今夜、あと何人か視れる。

フォローして、コメントに「無料鑑定」て置いといで。
四文字だけや。名前も事情も書かんでええ。

誰にも言えん話を抱えとる子ほど、先に置いといてな🌙"	2026-08-23T16:00:00	scheduled				
710	"あんたの願い、どれや。

①別れた彼と、もう一回やり直したい
②音信不通の彼から、連絡がほしい
③この片思いを、実らせたい

フォローして、番号だけコメントに置いてって。ウチが無料で視たる🌙"	2026-08-23T17:30:00	scheduled				
711	"今いちばん知りたいんは、どれや。

①急に冷めた彼の、本音
②別れたあと、戻れる目があるかどうか
③返事が来ん、ほんまの理由

フォローして、番号だけ置いといで。四文字も要らん、数字ひとつでええ"	2026-08-23T19:00:00	scheduled				
712	"ひとつだけ選び。

①彼の気持ちが知りたい
②連絡が来ん理由が知りたい
③戻れるかどうか知りたい

フォローして、番号をコメントに。順番に視ていくからな🌙"	2026-08-23T20:30:00	scheduled				
713	"番号だけでええ。

①別れ話のあとで止まっとる
②急に冷たなった
③ずっと片思いのまま

どれか置いてって。フォローしといてくれたら、あんたの分を見失わんで済む"	2026-08-23T22:00:00	scheduled				
714	"彼の本音、無料で視たる。

フォローして、コメントに「無料鑑定」の四文字だけ置いといで。
生年月日は要らん。悩みも書かんでええ。四文字だけや。

順番に返していくからな🌙"	2026-08-23T23:30:00	scheduled				
715	"ひとりで考えとっても、同じとこ回るだけやろ。
何日も同じ画面見て、同じこと考えて、朝が来る。

いいねとフォローして、コメントに「無料鑑定」て置いてって。
四文字だけでええ。あとはウチが聞くわ"	2026-08-24T01:00:00	scheduled				
716	"難しいことは何もいらん。
フォローして「無料鑑定」てコメントするだけや。

生年月日はこっちで聞くさかい、用意せんでええで。
手ぶらでおいで🌙"	2026-08-24T02:30:00	scheduled				
717	"本気の子だけでええ。
耳障りのええことだけ聞きたいなら、他あたってな。ウチは彼の本音を濁さん。

フォローして、コメントに「無料鑑定」て四文字。
それだけで、ウチがあんたの番を作るわ"	2026-08-24T04:00:00	scheduled				
718	"彼から連絡が来た時、あんたはどっち。

A：すぐ返す
B：一回置いてから返す

——正解は相手による。せやけど、いつも同じ方しか選べてへんのやったら、そこが詰まりやで。
あんたはどっち派？コメントで教えて🌙"	2026-08-24T05:30:00	scheduled				
719	"復縁で一番あかん一手、なんやと思う。

長文でも、追いLINEでもない。
——【相手に答えを出させる質問】や。「私のことどう思ってる？」がそれや。

心当たりある子は🌙置いてって"	2026-08-24T07:00:00	scheduled				
720	"「大丈夫？」て聞いても「大丈夫」しか返ってこん男、おるやろ。

あれ、隠しとるんやない。言葉にする力がまだ育ってへんだけや。
聞き方を変えたら、案外ぽろっと出る。

心当たりあるなら🌙置いていって🌙"	2026-08-24T08:30:00	scheduled				
