803	"彼が黙る理由、生まれ月で全然ちゃう。

3月生まれは情で言い出せん。
7月生まれは待っとるだけ。
12月生まれは見栄で言えん。

あんたの彼、何月生まれ？"	2026-08-29 21:30:00	scheduled				
804	"夜中に通知を確かめてもうた子。

責めんでええ。
気になるうちは、まだ何も終わってへんだけや。

彼の生まれ月、置いてってみ"	2026-08-29 23:00:00	scheduled				
805	"「忙しい」が本当か、逃げか。

5月生まれは会う回数から減る。忙しいは本当。
8月生まれは返信の速さから落ちる。ここが分かれ目や。

あんたの彼は？"	2026-08-30 00:30:00	scheduled				
806	"眠れん夜にこれを開いた子。

その時間に思い出す相手がおる、いうことや。
今は無理に消さんでええ。

彼の生まれ月だけ、置いてって"	2026-08-30 02:00:00	scheduled				
807	"彼が戻ってくる入り口、生まれ月でこんだけちゃう。

3月生まれは何もなかった顔で来る。
5月生まれは用事をこしらえて来る。
2月生まれはあんたが諦めた頃に来る。

あんたの彼は？"	2026-08-30 03:30:00	scheduled				
808	"既読だけついて、そこで止まる。

11月生まれは沈黙が長い。けど切ってはない。
7月生まれは実は待っとる。自分からは言わんだけや。

彼の生まれ月、置いてってみ"	2026-08-30 05:00:00	scheduled				
809	"「大丈夫？」が言えんかった朝。

聞いたら重いかな、で飲み込んだやろ。
その加減ができる人は、そう多ない。

あんたの彼、何月生まれ？"	2026-08-30 06:30:00	scheduled				
810	"別れたあと、男が振り返る時期は生まれ月で決まっとる。

9月生まれは三ヶ月目。
10月生まれは半年後。
1月生まれは、理屈が追いついた時や。

あんたの彼は？"	2026-08-30 08:00:00	scheduled				
811	"あんたの彼のこと、言い当ててみよか。

自分からの連絡は減っとる。
せやのに、あんたが黙った途端に来る。
ちゃうか。

それ性格やのうて癖や。生まれ月、置いてってみ"	2026-08-30 09:30:00	scheduled				
812	"昼休みにスマホ開いて、また閉じた子。

送る文、もう三回書き直しとるやろ。
その慎重さは、あんたの武器や。

彼の生まれ月だけ置いてって"	2026-08-30 11:00:00	scheduled				
813	"彼が謝る形も、生まれ月でちゃう。

4月生まれは溜めてから一気に。
12月生まれは用件のふりして。
1月生まれは理屈から入る。

あんたの彼は？"	2026-08-30 12:30:00	scheduled				
814	"既婚とか、誰にも言えん関係を抱えとる子。

名前も要らん。事情も書かんでええ。
言えん話を持っとるだけで、人はじゅうぶん疲れる。

彼の生まれ月だけ、置いてって"	2026-08-30 14:00:00	scheduled				
815	"「そだねー」で流された子。

冷たいんやない場合がある。
重い球の受け方を、その人が持ってへんだけや。

彼、何月生まれ？"	2026-08-30 15:30:00	scheduled				
816	"追えば追うほど引かれる。それ、生まれ月で真逆やで。

3月生まれは追われると重荷に感じる。
7月生まれは追われたい。けど自分からは言わん。

あんたの彼は？"	2026-08-30 17:00:00	scheduled				
817	"夕方、彼の名前を検索した子。

見に行ってもうた自分を責めんでええ。
まだ気になる、いうだけの話や。

彼の生まれ月、置いてってみ"	2026-08-30 18:30:00	scheduled				
818	"彼が冷める順番も、生まれ月で決まっとる。

5月生まれは会う回数から減る。
8月生まれは返信の速さから落ちる。
12月生まれは態度を変えん。急に終わる。

あんたの彼は？"	2026-08-30 20:00:00	scheduled				
819	"「重いと思われたかな」で止まっとる子。

送らんかった一通のこと、まだ覚えとるやろ。
送らんかったんも、ひとつの手や。

彼の生まれ月、置いてって"	2026-08-30 21:30:00	scheduled				
820	"この時間に起きとる子。眠れんのやろ。

2月生まれは追われると逃げる。
8月生まれは黙った途端に急に来る。
同じ沈黙でも中身が真逆やねん。

あんたの彼、何月生まれ？"	2026-08-30 23:00:00	scheduled				
821	"彼が別れを切り出す時の言い方、生まれ月でちゃう。

12月生まれは最後まで態度を変えん。急に終わる。
6月生まれは長い文で理由を並べる。

あんたの彼はどっちやった？"	2026-08-31 00:30:00	scheduled				
822	"朝に「今日は大丈夫」て自分に言うて起きた子。

それ、もうやり方を掴んどる。
連絡の有無で一日の色が決まらんようになったら、その恋は強い。

彼の生まれ月だけ置いてって"	2026-08-31 02:00:00	scheduled				
823	"「今は無理」と「もう無理」は、まったく別の言葉や。

前者には時期が入っとる。後者には入ってへん。
彼が使うたんは、どっちやった？

生まれ月も添えてくれたら、そこまで視る"	2026-08-31 03:30:00	scheduled				
824	"何回も別れて、何回も戻ってきた二人。

その形自体は悪ない。
ただ、毎回おんなじとこで切れとるなら、切れる場所に理由がある。

彼の生まれ月、置いてって"	2026-08-31 05:00:00	scheduled				
825	"彼の「ありがとう」が短い時。

冷たいんやない場合がある。
4月生まれは、言葉が足りん代わりに態度で返す人や。

あんたの彼、何月生まれ？"	2026-08-31 06:30:00	scheduled				
826	"復縁したいだけの子は、この先読まんとき。

ウチが視るんは「戻れるか」やのうて「戻ってどうするか」やから。

そこまで考える気のある子だけ、彼の生まれ月を置いてって"	2026-08-31 08:00:00	scheduled				
827	"彼が「落ち着いたら」と言うたきり、音沙汰ない。

1月生まれが言う時は、ほんまに段取りの話や。
12月生まれが言う時は、言い出せん時の蓋や。

あんたの彼は？"	2026-08-31 09:30:00	scheduled				
828	"待つのがしんどいんやない。

いつまで待つか決まってへんのが、しんどいんや。
そこに日付が入るだけで、同じ時間の重さが変わる。

彼の生まれ月、置いてって。目安を渡したる"	2026-08-31 11:00:00	scheduled				
829	"彼の家族の話が出てきた子。

それ、軽い話やない。
自分の内側を見せてもええ相手やと決めた時にしか出えへん。

あんたの彼、何月生まれ？"	2026-08-31 12:30:00	scheduled				
830	"「友達に戻ろう」て言われた子。

あれ、全部が終わりの言葉やない。
3月生まれが言う時は、情で切れんかっただけや。

彼、何月生まれ？"	2026-08-31 14:00:00	scheduled				
831	"誰にも言えんまま、今日も一日終わった子。

友達にも家族にも言えん恋を、一人で抱えとるやろ。
名前も事情も要らん。

彼の生まれ月だけ、コメントに置いてって"	2026-08-31 15:30:00	scheduled				
832	"明日また、あの画面を開く前に。

一個だけ言うとくわ。
返事が来ん日でも、あんたの値打ちは一ミリも減らん。

彼の生まれ月、置いてって。順番に視ていくで"	2026-08-31 17:00:00	scheduled				
